Buoy 44017 Time,Buoy 44017 Wave Height,Buoy 44017 U10,SARAL-AltiKa Wave Height,SARAL-AltiKa Wind Speed
2015-05-17,1.13,1.8065335163861096,1.2596667210261028,3.733333190282186
2015-05-25,0.78,9.133030555063108,1.0257500559091568,7.729999899864197
2015-06-29,1.58,7.527222984942122,1.6208572217396326,6.157142707279751
2015-07-26,0.62,4.717059737230397,0.6516000151634216,4.50600004196167
2015-08-03,1.39,8.731578662532861,1.2416000843048096,6.809999942779541
2015-08-30,0.8800000000000001,5.921415414821136,0.942400050163269,4.45
2015-09-07,0.8400000000000001,7.727948931207246,0.91500004529953,6.0279998779296875
2015-10-04,3.71,14.452268131088875,3.1875001192092896,13.584999561309814
2015-10-12,0.64,4.516333790965273,0.7132500261068344,4.117499887943268
2015-11-16,0.86,5.720689468556013,0.9106000423431396,3.8779998302459715
2015-12-13,0.78,1.2043556775907394,0.909600031375885,2.2979999780654907
2015-12-21,2.4,11.341015963979464,2.1441667477289834,9.871666431427002
2016-01-17,1.58,8.430489743135176,1.812000036239624,8.859999656677246
2016-01-25,1.32,4.717059737230397,1.2626667420069377,4.916666666666667
2016-02-21,1.74,8.02903785060493,2.064000129699707,8.380000114440918
2016-02-29,2.33,9.133030555063108,2.248666683832804,8.390000025431315
2016-03-27,0.9700000000000001,5.921415414821136,0.97133336464564,4.173333247502645
2016-04-04,2.06,8.6312156894003,2.0810000896453857,7.916666348775228
2016-05-01,1.31,4.31560784470015,1.3450000683466594,3.6333332856496177
2016-05-09,1.53,8.229763796870053,1.527333418528239,7.47333304087321
2016-06-05,0.71,3.5127040596396566,0.7850000262260437,2.6366665363311768
2016-06-13,0.48,3.211615140241972,0.5474285994257245,4.248571361814227
2016-07-10,0.8899999999999999,3.5127040596396566,0.9555714726448059,3.5942856584276472
2016-07-31,1.06,8.330126770002616,1.2405000627040863,7.567499876022339
2016-08-16,1.01,8.330126770002616,1.057200026512146,6.113999843597412
2016-09-09,1.09,6.724319199881629,1.1487500369548798,5.9024999141693115
2016-10-16,1.4357142857142857,8.430489743135176,1.374571476663862,7.8328567913600375
2016-11-09,1.34,5.218874602893204,1.4851429292133875,4.94285706111363
2016-12-16,0.8100000000000003,6.2225043342188195,0.8711428897721427,5.971428462437221
2017-01-01,1.48,4.516333790965273,1.341500073671341,4.70250004529953
2017-01-25,2.26,14.050816238558626,2.3280001133680344,13.474999904632568
2018-03-10,1.6299999999999994,10.437749205786409,1.637285794530596,11.052856990269252
2018-04-03,0.67,2.5090743283140404,0.6393333673477173,1.9233333269755046
2018-04-19,0.96,0.6021778387953697,1.0323750674724579,2.9074999541044235
2018-06-11,0.8200000000000001,3.9141559521699034,0.9128750339150429,4.983749806880951
2018-06-27,0.67,5.921415414821136,0.7746000289916992,5.275999927520752
2018-07-21,0.71,4.014518925302465,0.7696667015552521,3.848333239555359
2018-08-06,0.58,4.4159708178327115,0.6010000322546277,3.4985713277544295
2018-09-28,1.33,7.125771092411875,1.3658572094781058,6.818571363176618
2018-10-14,0.65,6.423230280483944,0.7440000346728733,5.665714195796421
2018-11-23,1.11,10.136660286388723,1.1351428968565804,10.451428277151924
2018-12-09,0.7400000000000001,6.021778387953697,0.7201428924288068,6.072856971195766
2019-01-31,1.3499999999999999,10.136660286388723,1.6445000767707825,11.904999574025473
2019-04-13,1.6899999999999997,7.226134065544437,1.8105715342930384,7.345714228493827
2019-05-15,1.07,3.9141559521699034,1.2098333636919658,2.684999922911326
2019-07-07,0.92,5.118511629760643,0.9255714671952384,4.6985714094979425
2019-07-31,0.85,4.516333790965273,0.9224000453948975,4.427999877929688
2019-08-16,1.17,4.817422710362957,1.1401250511407852,4.433749884366989
